id,sent0,sent1,gold
train_06784,Bob's opening the door with a bread.,Bob's opening the door with a key.,0
train_06785,barber is cutting his hair.,Mosquitoes is cutting his hair.,1
train_06786,Crocodiles sucking blood,Mosquitoes sucking blood,0
train_06787,Crocodiles are eating meat,sheep are eating meat,1
train_06788,Red blood cells have hair,Sheep have hair,0
train_06789,Bob is sleeping,lamp is sleeping.,1
train_06790,Calculator can shine,lamp can shine,0
train_06791,Calculator has calculating function,Book has calculating function,1
train_06792,Air is a kind of furniture.,chair is a kind of furniture.,0
train_06793,Air is a natural product,Plastic is a natural product,1
train_06794,Bread are not edible,Plastics are not edible,0
train_06795,Bread is baked.,toothbrush is baked.,1
train_06796,Paper cleans the mouth.,toothbrush cleans the mouth.,0
train_06797,Paper is made of trees.,petroleum is made of trees.,1
train_06798,sun revolves around the earth,moon revolves around the earth,0
train_06799,lion is fierce.,sheep is fierce.,1
train_06800,Man need  hibernation,Snakes need hibernation,0
train_06801,Man is a primate,Lion is a primate,1
train_06802,Leopard are cold-blooded animals.,Snakes are cold-blooded animals.,0
train_06803,Ants are social animals.,Polar bears are social animals.,1
train_06804,Cars purify the air,Trees purify the air,0
train_06805,Flying is the skill of birds,Flying is the skill of lions,1
train_06806,penguin live in the Arctic,Polar bears live in the Arctic,0
train_06807,Penguins can lay eggs,cattle can lay eggs,1
train_06808,He uses yogurt to ferment,He uses yeast to ferment,0
train_06809,Yogurt contains fungi,Mineral water contains fungi,1
train_06810,Bicycles need electricity,Computers need electricity,0
train_06811,Bicycles contain tyres,Pillows contain tires,1
train_06812,schoolbag protects the head.,Pillows protect the head,0
train_06813,Watches can show time,Stone can show time.,1
train_06814,Bicycles need oil,Automobiles need oil,0
train_06815,Peanut is a nut.,apple is a nut.,1
train_06816,Football is a natural discipline,Physics is a natural discipline,0
train_06817,Football needs many people to cooperate,Yo-yo needs many people to cooperate,1
train_06818,Gasoline is a drink,Coffee is a drink,0
train_06819,Gasoline provides energy.,Water provides energy.,1
train_06820,Jety's peeling apples.,Jety's peeling peanuts.,0
train_06821,Tom lives in a house.,Sam lives in space.,1
train_06822,Jony's barbecuing with water.,Jony's barbecuing meat over fire.,0
train_06823,monkey is climbing the tree.,Pigs are climbing trees.,1
train_06824,Stick is sharp.,axe is sharp.,0
train_06825,Needles are used to sew clothes.,noodle are used to sew clothes.,1
train_06826,Watch is a kind of furniture.,Quilt is a kind of furniture.,0
train_06827,He turned on the air conditioner with a remote control.,He turned on the air conditioner with a straw.,1
train_06828,stick used to absorb liquids.,Pipette used to absorb liquids.,0
train_06829,He is reciting composition.,lamp is reciting composition.,1
train_06830,Black holes can reflect light,Mirrors can reflect light.,0
train_06831,They are married.,cups are married.,1
train_06832,He put the iron in the juicer,He put the apple in the juicer.,0
train_06833,Iron is an industrial product.,Ocean is industrial products,1
train_06834,Air can melt,Iron can melt,0
train_06835,Air conditioner with external hanging blades,Fans have external hanging blades,1
train_06836,Tall is a disease,Stomach pain is a disease,0
train_06837,Tom is cutting vegetables with a knife.,Tom's cutting vegetables with sticks.,1
train_06838,Tim iced his drink in an oven.,Tim iced his drink in an refrigerator,0
train_06839,Carbonated drinks release gases,Milk drinks release gases,1
train_06840,Water needs air,Fire needs air,0
train_06841,Tim is cooking,monkey is cooking.,1
train_06842,He's frying vegetables in bottles.,He's frying vegetables in a pan.,0
train_06843,Bottles can hold liquids.,Mirror can hold liquids.,1
train_06844,Wastewater is rich in nutrients,Milk is rich in nutrition.,0
train_06845,Sunscreen protects against sunshine,Plastics can protect against sunshine,1
train_06846,Bacteria was very angry.,He was very angry.,0
train_06847,Bacteria are a kind of microorganism,Lion are a kind of microorganism,1
train_06848,Pandas are social animals.,Lions are social animals.,0
train_06849,Pandas eat bamboo,Tiger eat bamboo,1
train_06850,Antss are mammals.,Tigers are mammals.,0
train_06851,Termites eat wood,People eat wood,1
train_06852,Dog Invents Language,Man invents language,0
train_06853,Bob treats dogs as pets.,Bob treats giraffes as pets,1
train_06854,Bob put the knife in the bag.,Bob packed the rice in a bag.,0
train_06855,Bob put soybean milk in the refrigerator.,Bob put the flame in the refrigerator.,1
train_06856,temperature of the ice is very high.,temperature of the flame is very high.,0
train_06857,Tim's moving bricks.,Ant's moving bricks.,1
train_06858,Leopards are decomposers,Earthworms are decomposers,0
train_06859,Leopards have patterns,Hippos have patterns,1
train_06860,He's wearing table,He's wearing headphones.,0
train_06861,Washing detergent can damage skin,Sunscreen can damage the skin,1
train_06862,He's cutting iron.,He's cutting apples.,0
train_06863,Chinese characters have partial radicals,English characters have partial radicals,1
train_06864,The glasses case is for bottle.,The glasses case is for glasses.,0
train_06865,Tom eat food with chopsticks.,Tom eats food with pens.,1
train_06866,Jame puts earphone on her mouth.,Jame puts earphone on her ears.,0
train_06867,Animals drink water every day.,Animals drink tea every day.,1
train_06868,Jessie wrapped her scarf around her waist.,Jess wrapped the belt around her waist.,0
train_06869,The goldfish is kept in the fish tank.,The dog is kept in the fish tank.,1
train_06870,People play basketball with feet.,People play basketball with hands.,0
train_06871,Jan drinks honey water every day.,Jan drinks perfume every day.,1
train_06872,Tony keeps a electric fan as a pet.,Tony keeps a cat as a pet.,0
train_06873,Cats like to eat fish.,Cats like to eat elephants.,1
train_06874,Cats like to catch lions.,Cats like to catch mice.,0
train_06875,Jessie likes to bathe with bath cream.,Jessie likes to bathe in honey water,1
train_06876,Tommy calls his friends on his game machine.,Tommy calls his friends on his cell phone.,0
train_06877,Tom washes his face with a towel every day.,Tom washes his face with a plastic bag every day.,1
train_06878,People sleep on air conditioner.,People sleep in bed.,0
train_06879,Put the ice cream in the refrigerator.,Put the sunflowers in the refrigerator.,1
train_06880,People usually wash their clothes with toothpaste.,People usually wash their clothes with water.,0
train_06881,People usually mop the floor with mops.,People usually mop the ground with a hoe.,1
train_06882,Mom is cooking in the bedroom.,Mom is cooking in the kitchen.,0
train_06883,Students study in the classroom.,Students study in the shopping mall.,1
train_06884,The teacher is lecturing at the cinema.,The teacher is lecturing in the classroom.,0
train_06885,People feed the baby milk powder.,People feed the baby chilies.,1
train_06886,Peoplefeed the hamster the cat.,People feed the hamsters nuts.,0
train_06887,Put the carrots in the fridge.,Put the microwave in the fridge.,1
train_06888,Tony goes to school by spaceship.,Tony goes to school by bike.,0
train_06889,Tony sailed across the Atlantic.,Tony rode his bicycle across the Atlantic.,1
train_06890,Jessie listens to music through her watch.,Jessie listens to music through her headphones.,0
train_06891,Jessie slept with her head on the pillow.,Jessie slept with her head on the television.,1
train_06892,The fields were covered with tiny turtles.,The fields were covered with sunflowers.,0
train_06893,There are many fish in the sea.,There are many cats in the sea.,1
train_06894,Make a table out of foam.,Make a table out of wood.,0
train_06895,The singer sings with a microphone.,The singer sings with a remote control.,1
train_06896,Toothpaste is used to clean hair.,Toothpaste is used to clean teeth.,0
train_06897,There are many fish in the sea.,There are many Seabirds in the sea.,1
train_06898,There are many fish in the forest.,There are many elephants in the forest.,0
train_06899,There are many birds flying in the sky.,There are many cats flying in the sky.,1
train_06900,Write on the blackboard with stone.,Write on the blackboard with chalk.,0
train_06901,Brush your hair with a comb.,Brush your hair with a toothbrush.,1
train_06902,People use rice for drinks.,People use fruit for drinks.,0
train_06903,Build a house out of cement.,Build a house out of water.,1
train_06904,Chickens like to eat turtles.,Chickens like to eat rice.,0
train_06905,People put rice in a bowl.,People put rice in the shoes.,1
train_06906,Eating junk food is good for our health.,Eating fruit is good for our health.,0
train_06907,We can hang our wet clothes on the balcony.,We can hang our wet clothes in the bedroom.,1
train_06908,He palys football in bed,He palys football on the playground,0
train_06909,The chef cuts vegetables with a kitchen knife,The chef cuts vegetables with scissors,1
train_06910,Birds fly in the sea,Birds fly in the sky,0
train_06911,Motorcycles need oil,Bicycles need oil,1
train_06912,He writes with a bottle,He writes with a pen,0
train_06913,We can brush our teeth with a toothbrush.,We can brush our teeth with a mirror,1
train_06914,We need bread on rainy days.,We need an umbrella on rainy days.,0
train_06915,Table lamps can be used for lighting.,Stones can be used for lighting.,1
train_06916,Playing basketball requires a table tennis racket,Playing table tennis requires a table tennis racket.,0
train_06917,We can listen to music with earphones.,We can listen to music with mouse.,1
train_06918,He cut the rope with apple.,He cut the rope with scissors.,0
train_06919,He planted a tree.,He planted a cat.,1
train_06920,He saw many cultural relics in pblic toilets.,He saw many cultural relics in museum.,0
